dataset,alpha,auc,ap,dp,true,false,fnr,tnr
Oklahoma97,30.0,0.5883998790967027,0.5379997633692458,0.04858103332970922,0.03839579072395784,0.0070198275002320435,0.09652163510344863,0.014898736212899359
Oklahoma97,30.0,0.6945065641170404,0.6047757511010785,0.05308530982592402,0.038809943992996726,0.002706603808861591,0.0821415332811988,0.0158429002029611
Oklahoma97,30.0,0.6656381606878219,0.5972470406459437,0.056615365147517686,0.059612854906994174,0.027335509924633253,0.16518848696115968,0.06111085745798385
Oklahoma97,50.0,0.6095878854582794,0.5588882932550141,0.04183418211048632,0.030947054089214318,0.02596974446615149,0.1854825891318986,0.07021196783664604
Oklahoma97,50.0,0.4991396297143517,0.4852644161954928,0.013138546729898464,0.018310623009603386,0.012071013580427677,0.054480695893295496,0.03922561848407161
Oklahoma97,50.0,0.5319582103037483,0.5073072448257732,0.0365287992305974,0.0294425958175524,0.03397226438782966,0.09360661637127764,0.0705245912356042
Oklahoma97,50.0,0.762466017392315,0.6978235374965688,0.05667701692151333,0.030231406205403207,0.01917930276300102,0.09376611362249344,0.04075919567537892
Oklahoma97,50.0,0.66060531572094,0.5746445930237002,0.05492357670906243,0.05177100615589867,0.009214256454593306,0.1623601893088264,0.04825964239484808
Oklahoma97,50.0,0.4671255699788811,0.4623038538090022,0.026399600633691827,0.03781122870274607,0.01722404369711805,0.13700667036128386,0.04926367532046142
Oklahoma97,50.0,0.7707278639192328,0.7181125074203182,0.071705177167116,0.04892956257404337,0.013780656229511478,0.1829794469168769,0.03854722145045679
Oklahoma97,50.0,0.5426656652182924,0.5112046819307574,0.04841489148555013,0.05385552535116375,0.03700639117368043,0.13109168523884082,0.06968156999641963
Oklahoma97,50.0,0.6971004765215236,0.6428268324992503,0.07687230552345728,0.05582742899020581,0.05163689569565389,0.22466600338818507,0.08643442088582952
Oklahoma97,50.0,0.6638747918023625,0.5782503031227382,0.08292087188558489,0.054608920340675285,0.039374666768313485,0.2658694328100996,0.06484912533735687
Oklahoma97,50.0,0.7122417329741142,0.6519130967619915,0.08639532879308863,0.04500509202325264,0.06953487919998687,0.214812542692302,0.09447097622790987
Oklahoma97,50.0,0.5609771741041607,0.5098633347200255,0.045890818754556494,0.04866705972768255,0.015251067169954766,0.13926306580337708,0.0408848387835462
Oklahoma97,50.0,0.4525003660049153,0.4663506657455621,0.063859053408478,0.0553654126899635,0.07056157155517914,0.1982485865644287,0.11813042296739315
Oklahoma97,50.0,0.6024167718062522,0.5661981679927246,0.06097914284125677,0.03098191730669699,0.06523175106865685,0.09715048520746586,0.10013837211730972
Oklahoma97,50.0,0.5202332141735826,0.4812893818095587,0.02386038990761146,0.014099164085318487,0.010782469219630232,0.04745683509076273,0.03519371674598862
Oklahoma97,50.0,0.6217533089016778,0.5408771897299756,0.06235370013978784,0.04199507244349617,0.032052050115109636,0.12869288816008004,0.056590445554821164
Oklahoma97,50.0,0.3784361595961566,0.4213172643899952,0.001487064245340684,0.00029662193917512597,0.0022411077560873984,0.1279909072189091,0.047911470740297814
Oklahoma97,50.0,0.7148581063604037,0.6288989728471681,0.073913987566377,0.04065351468372588,0.03342805334483253,0.08102466637351964,0.04116990040258468
Oklahoma97,50.0,0.3528711894487501,0.41283133811920186,0.0021009059977088575,0.007919596208725557,0.00487292616050984,0.08137912562268472,0.028548891545972812
Oklahoma97,50.0,0.6516180699223323,0.5930287518452405,0.034370602857556436,0.01463834602229355,0.023732604280506144,0.06872916547612244,0.04178763682721119
